case_name,dice,hd95,mse
data_03903_3185_extra_0.6_generate,0.0816849494662701,21.90175425099138,0.027509689331054688
data_03903_3185_extra_0.65_generate,0.1448192506317987,21.974003233002254,0.026935577392578125
data_03903_3185_extra_0.7_generate,0.07446679383510661,22.079329583361947,0.026754379272460938
data_03184_0e8f_extra_0.22_generate,0.28601678892838234,34.55748608737137,0.021593093872070312
data_03184_0e8f_extra_0.27_generate,0.2962880143112701,31.404732859258445,0.021100997924804688
data_03184_0e8f_extra_0.32_generate,0.1846558058994598,32.363544586511935,0.027940750122070312
data_03184_0e8f_extra_0.37_generate,0.08340258665659346,33.787216883503454,0.03129768371582031
data_03184_0e8f_extra_0.42_generate,0.18548874126477438,28.540250799147742,0.027990341186523438
data_03184_0e8f_extra_0.47_generate,0.11683816651075772,27.03329637837291,0.030712127685546875
data_03184_0e8f_extra_0.52_generate,0.13709898546750754,24.037294281790132,0.030458450317382812
data_03184_0e8f_extra_0.57_generate,0.059732993398699495,24.0,0.03362274169921875
data_03184_0e8f_extra_0.62_generate,0.10308229838104849,22.849089035228467,0.031963348388671875
data_03184_0e8f_extra_0.67_generate,0.04932206333086648,22.352962745878564,0.03441619873046875
data_03184_0e8f_extra_0.72_generate,0.05289741421564818,24.704699910719626,0.03474235534667969
data_04097_fde0_extra_0.2_generate,0.05133850305964699,40.70360331117452,0.020761489868164062
data_04097_fde0_extra_0.25_generate,0.09207304641535512,39.71081896583595,0.0214385986328125
data_04097_fde0_extra_0.3_generate,0.1998505231689088,33.5,0.017681121826171875
data_02558_cf48_extra_0.2_generate,0.2742639650733236,32.699118925632334,0.015707015991210938
data_02558_cf48_extra_0.25_generate,0.23765286923800563,30.630624147938008,0.017053604125976562
data_02558_cf48_extra_0.3_generate,0.2715730337078652,30.014251636210982,0.016260147094726562
data_02558_cf48_extra_0.35_generate,0.17863930064614214,30.2000417959985,0.0197296142578125
data_02558_cf48_extra_0.4_generate,0.19475841510371383,28.64922217955405,0.019124984741210938
data_02558_cf48_extra_0.45_generate,0.14032385606800765,27.384864324004713,0.021930694580078125
data_02558_cf48_extra_0.5_generate,0.17832699619771863,23.591257925773224,0.019815444946289062
data_02558_cf48_extra_0.55_generate,0.12446233215583166,23.08096763696028,0.021099090576171875
data_02558_cf48_extra_0.6_generate,0.06676151287907749,20.509940977450132,0.022771835327148438
data_02558_cf48_extra_0.65_generate,0.15250551186737388,20.22624598948355,0.0215301513671875
data_02558_cf48_extra_0.7_generate,0.12237201071395867,19.621139826263306,0.021663665771484375
data_01073_d4c1_extra_0.2_generate,0.20699681962744207,35.505434140654685,0.022455215454101562
data_01073_d4c1_extra_0.25_generate,0.24578688099559243,32.16800044410048,0.0207061767578125
data_01073_d4c1_extra_0.3_generate,0.11892983341746592,32.27857225051925,0.0254058837890625
data_01073_d4c1_extra_0.35_generate,0.19410841259580755,30.0118439286463,0.023927688598632812
data_01073_d4c1_extra_0.4_generate,0.08847969816787614,29.60644633618619,0.02558135986328125
data_01073_d4c1_extra_0.45_generate,0.11851683741629225,26.101470508735446,0.025653839111328125
data_01073_d4c1_extra_0.51_generate,0.18056338028169014,23.84767214608962,0.0258636474609375
data_01073_d4c1_extra_0.55_generate,0.10638951464263773,22.895334778949675,0.02811431884765625
data_01073_d4c1_extra_0.6_generate,0.10921710727773808,22.47592270451225,0.02732086181640625
data_01073_d4c1_extra_0.65_generate,0.12575461964871434,24.457283771713954,0.028026580810546875
data_01073_d4c1_extra_0.7_generate,0.07777077330087852,25.75314125326156,0.030515670776367188
data_06950_8e22_extra_0.2_generate,0.3183889192637142,30.686773244895647,0.014560699462890625
data_06950_8e22_extra_0.25_generate,0.15642269087628285,32.2731729737486,0.020610809326171875
data_06950_8e22_extra_0.3_generate,0.13605913605913605,31.849742064461303,0.023122787475585938
data_06950_8e22_extra_0.32_generate,0.03998140317680232,35.97100471989472,0.0268402099609375
data_02610_80c3_extra_0.24_generate,0.3742722655766134,35.31906788166057,0.015577316284179688
data_02610_80c3_extra_0.29_generate,0.18550467591099645,36.35052358774301,0.026943206787109375
data_02610_80c3_extra_0.34_generate,0.2735313151650248,31.201005387933634,0.022294998168945312
data_02610_80c3_extra_0.4_generate,0.2218285450204113,31.672170799496943,0.026317596435546875
data_02610_80c3_extra_0.44_generate,0.044979635957688,34.50054341406547,0.031076431274414062
data_02610_80c3_extra_0.49_generate,0.1498653651969034,30.335762701951595,0.030853271484375
data_02610_80c3_extra_0.54_generate,0.1161592815202319,30.544923055997465,0.030679702758789062
data_02610_80c3_extra_0.6_generate,0.09779501887264683,28.91355717949542,0.03350830078125
data_02610_80c3_extra_0.64_generate,0.0584174430678988,27.0,0.03297233581542969
data_05672_9fc9_extra_0.22_generate,0.2608367173481915,35.16096299202482,0.01903533935546875
data_05672_9fc9_extra_0.27_generate,0.1868051948051948,37.21170335407315,0.023876190185546875
data_05672_9fc9_extra_0.33_generate,0.26111583120928916,29.384726801001754,0.02057647705078125
data_05672_9fc9_extra_0.37_generate,0.2929539295392954,26.49908534712451,0.019155502319335938
data_05672_9fc9_extra_0.42_generate,0.0626395233766263,32.432158439436556,0.027637481689453125
data_05672_9fc9_extra_0.47_generate,0.2293984444225657,24.73212459828649,0.022457122802734375
data_05672_9fc9_extra_0.52_generate,0.11096784560718449,26.052014509162106,0.02747344970703125
data_05672_9fc9_extra_0.57_generate,0.2077935222672065,21.55303821437713,0.02384185791015625
data_05672_9fc9_extra_0.62_generate,0.12420275260154415,20.62226042401603,0.026763916015625
data_05672_9fc9_extra_0.67_generate,0.12006815221711124,21.106598661985355,0.026613235473632812
data_05672_9fc9_extra_0.72_generate,0.08517043667292665,20.30776406404415,0.027975082397460938
data_05672_9fc9_extra_0.77_generate,0.16104343994807324,22.511564090096424,0.025735855102539062
data_05672_9fc9_extra_0.82_generate,0.09287157635197982,22.101491373729303,0.02845001220703125
data_06893_ed23_extra_0.23_generate,0.18453399719931537,28.413645974400357,0.015707015991210938
data_06893_ed23_extra_0.28_generate,0.16664016536810303,27.278326812521293,0.016027450561523438
data_06893_ed23_extra_0.33_generate,0.07874846194410265,27.885117119692218,0.01746368408203125
data_06893_ed23_extra_0.38_generate,0.08883866481223922,25.429434022126358,0.017070770263671875
data_06893_ed23_extra_0.43_generate,0.055935386628592314,24.69804246609975,0.01874542236328125
data_06893_ed23_extra_0.48_generate,0.03106606244184073,23.686118690610567,0.019250869750976562
data_06893_ed23_extra_0.53_generate,0.09609772461984092,20.194218076158922,0.018037796020507812
data_06893_ed23_extra_0.58_generate,0.07184346561628623,20.447849773530756,0.018831253051757812
data_02744_4c83_extra_0.21_generate,0.44996878869831136,29.329840100151493,0.009227752685546875
data_02744_4c83_extra_0.26_generate,0.3295740248545363,31.559487155310592,0.01873779296875
data_02744_4c83_extra_0.31_generate,0.30933175460667506,31.58679276123039,0.020006179809570312
data_02744_4c83_extra_0.36_generate,0.4046320697378236,25.590175295954534,0.014463424682617188
data_02744_4c83_extra_0.41_generate,0.18210281230583653,27.5,0.027345657348632812
data_02744_4c83_extra_0.46_generate,0.38446346280447663,23.77360174868995,0.01534271240234375
data_02744_4c83_extra_0.51_generate,0.26722389446408956,22.972464715755734,0.02458953857421875
data_02744_4c83_extra_0.56_generate,0.26669872239481346,23.558169992919478,0.025266647338867188
data_02744_4c83_extra_0.61_generate,0.15270086246028144,21.799605368546107,0.028507232666015625
data_02744_4c83_extra_0.66_generate,0.2855713899415561,25.373432200422037,0.023654937744140625
data_02744_4c83_extra_0.71_generate,0.09520116335433834,24.422251606222694,0.035434722900390625
data_02744_4c83_extra_0.76_generate,0.05420351441085036,24.797586876115716,0.034030914306640625
data_02744_4c83_extra_0.81_generate,0.08030425110282177,26.972168103942558,0.03478813171386719
data_06288_7256_extra_0.23_generate,0.18826653179921607,33.94500144377895,0.01934051513671875
data_06288_7256_extra_0.28_generate,0.164171331857831,31.525624189766635,0.018985748291015625
data_06288_7256_extra_0.33_generate,0.14125200642054575,30.200274723201296,0.019575119018554688
data_06288_7256_extra_0.39_generate,0.12301103820647984,27.849089035228467,0.020765304565429688
data_06288_7256_extra_0.43_generate,0.0755939524838013,26.0,0.021997451782226562
data_06288_7256_extra_0.48_generate,0.10146955913226033,24.235455276791946,0.021631240844726562
data_06288_7256_extra_0.53_generate,0.0559543668923759,22.913080383833496,0.023040771484375
data_06288_7256_extra_0.58_generate,0.0557038828043311,21.047511554864492,0.022996902465820312
data_06288_7256_extra_0.63_generate,0.06463593953166138,18.36744509751178,0.021932601928710938
data_06288_7256_extra_0.69_generate,0.08467878380174607,18.600875867913143,0.021387100219726562
data_06288_7256_extra_0.73_generate,0.06657524494413623,19.80776406404415,0.022754669189453125
data_00437_e9c5_extra_0.22_generate,0.22793296089385476,33.67005972047584,0.018274307250976562
data_00437_e9c5_extra_0.28_generate,0.13717312987691135,33.218920811052215,0.021589279174804688
data_00437_e9c5_extra_0.32_generate,0.22824652248959285,30.762246088544586,0.019893646240234375
data_00437_e9c5_extra_0.37_generate,0.1216778368384562,29.652946437965905,0.024202346801757812
data_00437_e9c5_extra_0.42_generate,0.08432718949524154,26.560219778561034,0.023904800415039062
data_00437_e9c5_extra_0.47_generate,0.11511684583188611,24.79351657246145,0.024843215942382812
data_00437_e9c5_extra_0.52_generate,0.054542400941706023,22.737368157780622,0.02556610107421875
data_00437_e9c5_extra_0.57_generate,0.10356678698703112,21.68033988749895,0.025440216064453125
data_00437_e9c5_extra_0.62_generate,0.08556803592710235,21.261825848937484,0.024839401245117188
data_00437_e9c5_extra_0.67_generate,0.04886479717116025,21.497760147472874,0.026638031005859375
data_00732_f66e_extra_0.2_generate,0.3383776566151107,28.956067571919732,0.012660980224609375
data_00732_f66e_extra_0.25_generate,0.2547004261719729,28.122950493496802,0.0151519775390625
data_00732_f66e_extra_0.3_generate,0.11989342806394317,29.48491970620736,0.018764495849609375
data_00732_f66e_extra_0.35_generate,0.2386683738796415,23.302008402426722,0.015722274780273438
data_00732_f66e_extra_0.4_generate,0.2222367560497057,23.381527307120106,0.017047882080078125
data_00732_f66e_extra_0.45_generate,0.2066711140760507,19.379418403139947,0.016122817993164062
data_00732_f66e_extra_0.5_generate,0.09372106199874926,22.21537451385998,0.0198516845703125
data_00732_f66e_extra_0.55_generate,0.11346354554942598,20.105530890747847,0.02046966552734375
data_00732_f66e_extra_0.6_generate,0.07102341282276989,18.894147114027966,0.020887374877929688
data_00732_f66e_extra_0.65_generate,0.0643158799615344,18.83723648812856,0.021612167358398438
data_00732_f66e_extra_0.7_generate,0.0669832911202923,20.547511554864492,0.023193359375
data_05418_0ee9_extra_0.22_generate,0.3187311178247734,27.20595321603973,0.014055252075195312
data_05418_0ee9_extra_0.27_generate,0.20825104235242484,31.021573479838388,0.020475387573242188
data_05418_0ee9_extra_0.32_generate,0.18793607922574837,30.54280735149598,0.021770477294921875
data_05418_0ee9_extra_0.37_generate,0.20476085519065462,26.053441155031713,0.020181655883789062
data_05418_0ee9_extra_0.42_generate,0.10226424483702413,26.406828675003094,0.024129867553710938
data_05418_0ee9_extra_0.47_generate,0.15730468293822258,22.946525423974215,0.02278900146484375
data_05418_0ee9_extra_0.52_generate,0.0524974820795705,22.965856099730654,0.025495529174804688
data_05418_0ee9_extra_0.57_generate,0.08251748251748252,20.151538575919865,0.023754119873046875
data_05418_0ee9_extra_0.62_generate,0.07651320371478951,20.560003752114888,0.025775909423828125
data_05418_0ee9_extra_0.67_generate,0.05652266468311686,21.04439319957907,0.026464462280273438
data_05296_fcbc_extra_0.2_generate,0.22221361629618155,39.96619089613842,0.024534225463867188
data_05296_fcbc_extra_0.25_generate,0.23255636224684753,37.0,0.025402069091796875
data_05296_fcbc_extra_0.3_generate,0.21991765711178435,36.58676551680655,0.026475906372070312
data_05296_fcbc_extra_0.35_generate,0.16601611161863633,35.33382680441246,0.030975341796875
data_05296_fcbc_extra_0.4_generate,0.20522358527898693,32.228366464530815,0.02741241455078125
data_05296_fcbc_extra_0.45_generate,0.1501912416458745,31.093386622447824,0.031253814697265625
data_05296_fcbc_extra_0.5_generate,0.11589307243580542,27.614146306523487,0.032749176025390625
data_05296_fcbc_extra_0.55_generate,0.10602688507077361,25.603137268035102,0.033618927001953125
data_05296_fcbc_extra_0.6_generate,0.05870215206115449,24.299942238181526,0.035648345947265625
data_05296_fcbc_extra_0.65_generate,0.11710722753495313,24.956917930119836,0.03355979919433594
data_05296_fcbc_extra_0.7_generate,0.03838666956028504,24.71840591208145,0.037342071533203125
data_05296_fcbc_extra_0.75_generate,0.06058394176386689,26.285330255586423,0.03612327575683594
data_06579_274d_extra_0.21_generate,0.24235018085834392,33.99046824714441,0.019224166870117188
data_06579_274d_extra_0.26_generate,0.11458928367416886,37.24327830114947,0.025447845458984375
data_06579_274d_extra_0.31_generate,0.18369496524120496,33.14911064067352,0.021869659423828125
data_06579_274d_extra_0.36_generate,0.13106850543782936,32.027756377319946,0.025325775146484375
data_06579_274d_extra_0.41_generate,0.1159225963950639,29.285330255586423,0.023983001708984375
data_06579_274d_extra_0.46_generate,0.1040812005879542,26.459546243468672,0.024913787841796875
data_06579_274d_extra_0.51_generate,0.1096047794117647,25.020232396284598,0.026201248168945312
data_06579_274d_extra_0.55_generate,0.0723927805406239,23.978250946452537,0.026966094970703125
data_06579_274d_extra_0.61_generate,0.07866820532546907,22.279219247726964,0.026348114013671875
data_06579_274d_extra_0.66_generate,0.05013631430927995,21.04439319957907,0.027721405029296875
data_06249_71c3_extra_0.24_generate,0.03810438686237691,55.84943785842054,0.02292633056640625
data_06249_71c3_extra_0.29_generate,0.11922305633658437,51.27816535308145,0.024333953857421875
data_06249_71c3_extra_0.34_generate,0.13767161151664617,58.58861075711161,0.027315139770507812
data_06249_71c3_extra_0.39_generate,0.20715604474583854,38.95975041758647,0.02269744873046875
data_06249_71c3_extra_0.44_generate,0.0705501433519044,34.15597217857897,0.023532867431640625
data_06249_71c3_extra_0.49_generate,0.08167772982507282,29.5,0.022319793701171875
data_06249_71c3_extra_0.54_generate,0.10664945697293267,26.5,0.022258758544921875
data_06249_71c3_extra_0.59_generate,0.08982361389338994,24.251547114489142,0.020883560180664062
data_06249_71c3_extra_0.64_generate,0.08689198688606192,23.656603957913983,0.023532867431640625
data_06249_71c3_extra_0.69_generate,0.11977858142459316,23.15984852206305,0.022705078125
data_06249_71c3_extra_0.74_generate,0.19395734724889485,42.990408233074525,0.017236709594726562
data_03886_56bb_extra_0.22_generate,0.08810133926122707,38.24807401712248,0.023725509643554688
data_03886_56bb_extra_0.27_generate,0.1277745155607751,33.18046899812657,0.023710250854492188
data_03886_56bb_extra_0.32_generate,0.18357700340771682,29.92398241245872,0.020631790161132812
data_03886_56bb_extra_0.37_generate,0.1920147954743255,26.772492294452448,0.02165985107421875
data_03886_56bb_extra_0.42_generate,0.12306044587553355,28.77876832586336,0.023267745971679688
data_03886_56bb_extra_0.47_generate,0.1136173767752715,22.868395531795272,0.023870468139648438
data_03886_56bb_extra_0.52_generate,0.05889375144716868,22.363412346148365,0.025676727294921875
data_03886_56bb_extra_0.57_generate,0.07967781908302354,20.273310548158378,0.024911880493164062
data_03886_56bb_extra_0.62_generate,0.06434227754209078,20.14812811970024,0.0262603759765625
data_03886_56bb_extra_0.67_generate,0.05157428611990831,20.49366916817257,0.027399063110351562
data_03886_56bb_extra_0.72_generate,0.04613278791788135,21.69428054740474,0.026458740234375
data_03886_56bb_extra_0.78_generate,0.07633580368145484,23.047557820643185,0.025722503662109375
data_02565_03da_extra_0.21_generate,0.07486022304012814,41.51832228750868,0.020137786865234375
data_02565_03da_extra_0.26_generate,0.23736321000521104,29.72896950817511,0.014801025390625
data_05036_6a9e_extra_0.22_generate,0.31259101058149696,32.015301344262525,0.015537261962890625
data_05036_6a9e_extra_0.27_generate,0.23282773564463705,30.359273071502333,0.018777847290039062
data_05036_6a9e_extra_0.32_generate,0.23589079529513327,29.5,0.019174575805664062
data_05036_6a9e_extra_0.37_generate,0.19634547724435364,27.652776508616398,0.020544052124023438
data_05036_6a9e_extra_0.42_generate,0.2466219810618151,26.639410298049853,0.019517898559570312
data_05036_6a9e_extra_0.47_generate,0.15982439487422875,22.401438774457844,0.021480560302734375
data_05036_6a9e_extra_0.52_generate,0.0980766781301745,22.96291201783626,0.024335861206054688
data_05036_6a9e_extra_0.57_generate,0.13982021379980564,20.72637734475089,0.022319793701171875
data_05036_6a9e_extra_0.62_generate,0.12493821057834899,19.79351657246145,0.023107528686523438
data_05036_6a9e_extra_0.67_generate,0.06544682971877541,20.156621865840258,0.025053024291992188
data_05036_6a9e_extra_0.72_generate,0.1153280436229737,21.097643988780128,0.024196624755859375
data_00081_0984_extra_0.24_generate,0.07407493694445136,32.378243081773036,0.017383575439453125
data_00081_0984_extra_0.29_generate,0.13250414593698176,29.349089035228467,0.016963958740234375
data_00081_0984_extra_0.34_generate,0.09623358673116793,27.587398152610966,0.017534255981445312
data_00081_0984_extra_0.39_generate,0.08927524030960117,26.102312348569725,0.018306732177734375
data_00081_0984_extra_0.44_generate,0.06341463414634146,29.509256086106298,0.018526077270507812
data_00081_0984_extra_0.49_generate,0.09089329162321863,21.796845895587047,0.01795196533203125
data_00081_0984_extra_0.55_generate,0.030619398486150844,20.902574114252698,0.0194091796875
data_00081_0984_extra_0.59_generate,0.08928734098421505,21.5,0.017396926879882812
data_00081_0984_extra_0.64_generate,0.0656273702371458,17.5,0.018716812133789062
data_00081_0984_extra_0.69_generate,0.07649871847161965,17.481026563032977,0.018568038940429688
data_06094_5f68_extra_0.24_generate,0.11159917638984214,36.474342094150444,0.021617889404296875
data_06094_5f68_extra_0.29_generate,0.27403252944475603,26.44648597443662,0.014661788940429688
data_06094_5f68_extra_0.34_generate,0.09228611500701263,31.541793205443582,0.022344589233398438
data_06094_5f68_extra_0.39_generate,0.12493239588967009,27.33998283274017,0.021228790283203125
data_06094_5f68_extra_0.44_generate,0.04878714597331519,29.17956863096525,0.023128509521484375
data_06094_5f68_extra_0.49_generate,0.03910017511476028,27.948152267246357,0.023670196533203125
data_06094_5f68_extra_0.54_generate,0.047727495715637974,24.971121771072845,0.02321624755859375
data_06094_5f68_extra_0.59_generate,0.0618259743964591,23.198634439306016,0.02347564697265625
data_06425_6750_extra_0.22_generate,0.2833810095044754,33.19150666602903,0.019330978393554688
data_06425_6750_extra_0.28_generate,0.21650524616626313,31.21336700715033,0.020847320556640625
data_06425_6750_extra_0.33_generate,0.22502744237102085,29.26117847278693,0.020818710327148438
data_06425_6750_extra_0.37_generate,0.1735660317122486,30.103986446980738,0.024309158325195312
data_06425_6750_extra_0.42_generate,0.13345235438518188,28.390248582070704,0.025348663330078125
data_06425_6750_extra_0.47_generate,0.19938144329896906,21.985281374238568,0.021484375
data_06425_6750_extra_0.52_generate,0.2169792296834039,22.42220510185596,0.022405624389648438
data_06425_6750_extra_0.57_generate,0.18209583991574513,20.886959082031815,0.023408889770507812
data_06425_6750_extra_0.62_generate,0.11185663959117531,22.61942946412396,0.026758193969726562
data_06425_6750_extra_0.67_generate,0.06767574813319632,22.172083865260387,0.027475357055664062
data_06425_6750_extra_0.72_generate,0.0761873451023736,22.200467279516346,0.027967453002929688
data_06425_6750_extra_0.77_generate,0.08126603604131201,25.384864324004713,0.027162551879882812
data_00212_1ec2_extra_0.22_generate,0.2897252691959344,30.62210392774045,0.014719009399414062
data_00212_1ec2_extra_0.27_generate,0.0853379770343574,37.660495461956735,0.023784637451171875
data_00212_1ec2_extra_0.32_generate,0.15672565361867222,35.09410136082551,0.021703720092773438
data_00212_1ec2_extra_0.37_generate,0.05793390234963848,33.77786118294337,0.025493621826171875
data_00212_1ec2_extra_0.42_generate,0.1357288586593136,29.41892431568863,0.022945404052734375
data_00212_1ec2_extra_0.47_generate,0.13132307692307693,25.764337522473745,0.0222930908203125
data_00212_1ec2_extra_0.53_generate,0.05922642125818416,26.44995205227194,0.024736404418945312
data_00212_1ec2_extra_0.57_generate,0.07221064589522591,24.830594757576534,0.0250396728515625
data_00212_1ec2_extra_0.63_generate,0.0585723750193124,21.10180165558726,0.024799346923828125
data_00212_1ec2_extra_0.67_generate,0.09621813778495583,20.931587650373245,0.024906158447265625
data_01438_3e12_extra_0.23_generate,0.3168117172574825,30.10415523534416,0.01434326171875
data_01438_3e12_extra_0.28_generate,0.2657693623816585,30.037524546994014,0.016550064086914062
data_01438_3e12_extra_0.33_generate,0.24528753050424879,37.84132711689968,0.013990402221679688
data_01438_3e12_extra_0.38_generate,0.10185572764057485,30.58800749063506,0.021427154541015625
data_01438_3e12_extra_0.43_generate,0.13398898403162415,27.36049010008054,0.019895553588867188
data_01438_3e12_extra_0.49_generate,0.0832333178511965,31.25011467432217,0.021120071411132812
data_01438_3e12_extra_0.53_generate,0.23291459095675837,30.0,0.015802383422851562
data_01438_3e12_extra_0.58_generate,0.19648949533470073,25.60180165558726,0.017797470092773438
data_01438_3e12_extra_0.63_generate,0.17468613360583332,25.11564878156687,0.01824951171875
data_01438_3e12_extra_0.68_generate,0.14090453317078386,18.5,0.0210418701171875
data_02903_856a_extra_0.2_generate,0.33607700892857145,35.79635410037943,0.019147872924804688
data_02903_856a_extra_0.25_generate,0.3173635516029549,33.22272423600284,0.021047592163085938
data_02903_856a_extra_0.3_generate,0.23544059763836453,33.81308261113047,0.025991439819335938
data_02903_856a_extra_0.35_generate,0.07948109361813926,38.97819078002787,0.03281211853027344
data_02903_856a_extra_0.4_generate,0.15799716914366596,31.30985430644467,0.02880096435546875
data_02903_856a_extra_0.45_generate,0.21221652044363515,27.59677713209768,0.027318954467773438
data_02903_856a_extra_0.5_generate,0.09138008215973013,27.309031159848715,0.03214836120605469
data_02903_856a_extra_0.55_generate,0.08540290837420912,24.973776451057596,0.03271293640136719
data_02903_856a_extra_0.6_generate,0.11162964345715885,23.124228365658293,0.031154632568359375
data_02903_856a_extra_0.66_generate,0.04455616308110057,22.59555944934366,0.03414726257324219
data_02903_856a_extra_0.7_generate,0.06840406890780222,22.367610350722032,0.035160064697265625
data_02903_856a_extra_0.75_generate,0.06597351515685626,23.923659658795863,0.03578376770019531
data_06651_1d48_extra_0.25_generate,0.21287586738627604,42.20544116985274,0.0262603759765625
data_06651_1d48_extra_0.29_generate,0.260967134790792,38.31665382639197,0.025020599365234375
data_06651_1d48_extra_0.34_generate,0.1856903565446279,39.472467826073725,0.0308990478515625
data_06651_1d48_extra_0.39_generate,0.1984139447236181,35.90568862293334,0.0292816162109375
data_06651_1d48_extra_0.44_generate,0.10175381890493423,38.14215430197109,0.03636741638183594
data_06651_1d48_extra_0.49_generate,0.08892082316832911,34.49279300282392,0.035785675048828125
data_06651_1d48_extra_0.54_generate,0.03677109987747652,27.412714781512854,0.03602409362792969
data_06651_1d48_extra_0.59_generate,0.06327242729991134,27.0862523283024,0.03708839416503906
data_06651_1d48_extra_0.64_generate,0.1030702896265936,24.858618147784863,0.034450531005859375
data_06651_1d48_extra_0.69_generate,0.0788707543008381,24.773088897803,0.035976409912109375
data_06651_1d48_extra_0.74_generate,0.06714122308734918,26.46291201783626,0.037418365478515625
data_00591_828f_extra_0.23_generate,0.28259217027746103,28.926698215815495,0.016809463500976562
data_00591_828f_extra_0.28_generate,0.13377696190913263,32.68770754127641,0.022480010986328125
data_00591_828f_extra_0.33_generate,0.09418116376724656,29.90292180074936,0.023654937744140625
data_00591_828f_extra_0.39_generate,0.14919990984899706,26.934207850798067,0.022874832153320312
data_00591_828f_extra_0.44_generate,0.1222971401999535,24.84749234294534,0.024045944213867188
data_00591_828f_extra_0.48_generate,0.07404921594472424,25.011619385244003,0.025524139404296875
data_00591_828f_extra_0.53_generate,0.07038229010628404,21.046908226708766,0.024827957153320312
data_00591_828f_extra_0.58_generate,0.07069300031304662,20.60339420503115,0.025262832641601562
